0,1
Datasets\Medicines\words\HPCDS_1_1647.png,HPCDS
Datasets\Medicines\words\Doxiva_1_3255.png,Doxiva
Datasets\Medicines\words\Lipigent_1_1582.png,Lipigent
Datasets\Medicines\words\Flexibac_1_645.png,Flexibac
Datasets\Medicines\words\Bost_1_3390.png,Bost
Datasets\Medicines\words\Micoral_1_496.png,Micoral
Datasets\Medicines\words\FevizPlus_1_4092.png,FevizPlus
Datasets\Medicines\words\VitaminsC-Zinc_1_2160.png,VitaminsC-Zinc
Datasets\Medicines\words\Sergel_1_3344.png,Sergel
Datasets\Medicines\words\Cotrimoxazole_1_2866.png,Cotrimoxazole
Datasets\Medicines\words\Xelpro_1_1212.png,Xelpro
Datasets\Medicines\words\Sultamicillin_1_2145.png,Sultamicillin
Datasets\Medicines\words\ZoviaGold_1_3359.png,ZoviaGold
Datasets\Medicines\words\Amoxicillin_1_1903.png,Amoxicillin
Datasets\Medicines\words\Relentus_1_1702.png,Relentus
Datasets\Medicines\words\Carbocisteine_1_2552.png,Carbocisteine
Datasets\Medicines\words\Nexum_1_3372.png,Nexum
Datasets\Medicines\words\BexitrolF_1_114.png,BexitrolF
Datasets\Medicines\words\HPR-DS_1_3292.png,HPR-DS
Datasets\Medicines\words\Ezylife_1_1375.png,Ezylife
Datasets\Medicines\words\Cefalexin_1_2690.png,Cefalexin
Datasets\Medicines\words\Fexo_1_306.png,Fexo
Datasets\Medicines\words\Amoxicillin_1_2404.png,Amoxicillin
Datasets\Medicines\words\CoAmoxiclav_1_2547.png,CoAmoxiclav
Datasets\Medicines\words\CoAmoxiclav_1_3074.png,CoAmoxiclav
Datasets\Medicines\words\Cefuroxime_1_2000.png,Cefuroxime
Datasets\Medicines\words\Deflux_1_1250.png,Deflux
Datasets\Medicines\words\HCG_1_3314.png,HCG
Datasets\Medicines\words\Salinase_1_2312.png,Salinase
Datasets\Medicines\words\Docopa_1_3918.png,Docopa
Datasets\Medicines\words\Cloxacillin_1_2334.png,Cloxacillin
Datasets\Medicines\words\Montair_1_1102.png,Montair
Datasets\Medicines\words\Orcical_1_3128.png,Orcical
Datasets\Medicines\words\Cloxacillin_1_2664.png,Cloxacillin
Datasets\Medicines\words\Revalon_1_3719.png,Revalon
Datasets\Medicines\words\Mom_1_3302.png,Mom
Datasets\Medicines\words\Lipicon_1_3853.png,Lipicon
Datasets\Medicines\words\Cefalexin_1_2243.png,Cefalexin
Datasets\Medicines\words\Amoxicillin_1_3090.png,Amoxicillin
Datasets\Medicines\words\Sultamicillin_1_2038.png,Sultamicillin
Datasets\Medicines\words\Probiotic_1_2373.png,Probiotic
Datasets\Medicines\words\Tridosil_1_9.png,Tridosil
Datasets\Medicines\words\Deflux_1_3232.png,Deflux
Datasets\Medicines\words\MefenamicAcid_1_2714.png,MefenamicAcid
Datasets\Medicines\words\Voltalin_1_987.png,Voltalin
Datasets\Medicines\words\Omitin_1_3269.png,Omitin
Datasets\Medicines\words\Ticas_1_1677.png,Ticas
Datasets\Medicines\words\Pantonix_1_4046.png,Pantonix
Datasets\Medicines\words\MaxproMups_1_215.png,MaxproMups
Datasets\Medicines\words\Dicaltrol_1_54.png,Dicaltrol
Datasets\Medicines\words\Neurocare_1_644.png,Neurocare
Datasets\Medicines\words\Cloram_1_3518.png,Cloram
Datasets\Medicines\words\Carbocisteine_1_2459.png,Carbocisteine
Datasets\Medicines\words\Rutix_1_1664.png,Rutix
Datasets\Medicines\words\Trilock_1_432.png,Trilock
Datasets\Medicines\words\Atrizin_1_3914.png,Atrizin
Datasets\Medicines\words\Epiclon_1_793.png,Epiclon
Datasets\Medicines\words\HPR-DS_1_3515.png,HPR-DS
Datasets\Medicines\words\Rabe_1_1396.png,Rabe
Datasets\Medicines\words\MefenamicAcid_1_2084.png,MefenamicAcid
Datasets\Medicines\words\Levoxin_1_1265.png,Levoxin
Datasets\Medicines\words\Algin_1_3824.png,Algin
Datasets\Medicines\words\Aceclofenac_1_2971.png,Aceclofenac
Datasets\Medicines\words\CoAmoxiclav_1_2872.png,CoAmoxiclav
Datasets\Medicines\words\Clopid_1_1164.png,Clopid
Datasets\Medicines\words\MefenamicAcid_1_2948.png,MefenamicAcid
Datasets\Medicines\words\PolytarLiquid_1_934.png,PolytarLiquid
Datasets\Medicines\words\Hyoscine-N-Butylbromide_1_2843.png,Hyoscine-N-Butylbromide
Datasets\Medicines\words\Norium_1_674.png,Norium
Datasets\Medicines\words\Cerox-CV_1_3214.png,Cerox-CV
Datasets\Medicines\words\Alatrol_1_495.png,Alatrol
Datasets\Medicines\words\Alphapress_1_3225.png,Alphapress
Datasets\Medicines\words\Pantonix_1_3516.png,Pantonix
Datasets\Medicines\words\Ace_1_1146.png,Ace
Datasets\Medicines\words\Mupirocin_1_2356.png,Mupirocin
Datasets\Medicines\words\Diasulin_1_605.png,Diasulin
Datasets\Medicines\words\Levoxin_1_941.png,Levoxin
Datasets\Medicines\words\AzmasolHFA_1_220.png,AzmasolHFA
Datasets\Medicines\words\Pantonix_1_3130.png,Pantonix
Datasets\Medicines\words\Salbutamol_1_3070.png,Salbutamol
Datasets\Medicines\words\Azithromycin_1_2668.png,Azithromycin
Datasets\Medicines\words\Hydrocortisone_1_283.png,Hydrocortisone
Datasets\Medicines\words\NeucosB_1_3883.png,NeucosB
Datasets\Medicines\words\Cetirizine_1_1968.png,Cetirizine
Datasets\Medicines\words\Paricel_1_942.png,Paricel
Datasets\Medicines\words\Sergel_1_3801.png,Sergel
Datasets\Medicines\words\Esomeprazole_1_1007.png,Esomeprazole
Datasets\Medicines\words\Cfresh_1_3136.png,Cfresh
Datasets\Medicines\words\Algin_1_1205.png,Algin
Datasets\Medicines\words\Paracetamol_1_2778.png,Paracetamol
Datasets\Medicines\words\MoxigenXG_1_3669.png,MoxigenXG
Datasets\Medicines\words\CareaidMan_1_1289.png,CareaidMan
Datasets\Medicines\words\CoAmoxiclav_1_2349.png,CoAmoxiclav
Datasets\Medicines\words\Phenylpropanolamine_1_2854.png,Phenylpropanolamine
Datasets\Medicines\words\Cortan_1_3396.png,Cortan
Datasets\Medicines\words\Ciprofloxacin_1_2757.png,Ciprofloxacin
Datasets\Medicines\words\Pantonix_1_3931.png,Pantonix
Datasets\Medicines\words\Cefixime_1_2372.png,Cefixime
Datasets\Medicines\words\Ciprofloxacin_1_2650.png,Ciprofloxacin
Datasets\Medicines\words\TopiumRotacap_1_573.png,TopiumRotacap
Datasets\Medicines\words\Famotack_1_1546.png,Famotack
Datasets\Medicines\words\Aceclofenac_1_3025.png,Aceclofenac
Datasets\Medicines\words\SecnidDS_1_3511.png,SecnidDS
Datasets\Medicines\words\Montair_1_4079.png,Montair
Datasets\Medicines\words\IpecPlus_1_1511.png,IpecPlus
Datasets\Medicines\words\OfuranSR_1_1378.png,OfuranSR
Datasets\Medicines\words\Napadol_1_3319.png,Napadol
Datasets\Medicines\words\BecoralD_1_1650.png,BecoralD
Datasets\Medicines\words\Myolax_1_360.png,Myolax
Datasets\Medicines\words\Brezofil_1_116.png,Brezofil
Datasets\Medicines\words\Ambroxol_1_2864.png,Ambroxol
Datasets\Medicines\words\Phenylpropanolamine_1_2715.png,Phenylpropanolamine
Datasets\Medicines\words\Docopa_1_1245.png,Docopa
Datasets\Medicines\words\Phenylpropanolamine-Paracetamol_1_2409.png,Phenylpropanolamine-Paracetamol
Datasets\Medicines\words\Methigic_1_217.png,Methigic
Datasets\Medicines\words\B-C_1_1640.png,B-C
Datasets\Medicines\words\Pantoprazole_1_2086.png,Pantoprazole
Datasets\Medicines\words\Bopam_1_141.png,Bopam
Datasets\Medicines\words\Clopixol_1_735.png,Clopixol
Datasets\Medicines\words\Cetirizine_1_3071.png,Cetirizine
Datasets\Medicines\words\Cefalexin_1_1892.png,Cefalexin
Datasets\Medicines\words\Ancor_1_1192.png,Ancor
Datasets\Medicines\words\TranexamicAcid_1_2923.png,TranexamicAcid
Datasets\Medicines\words\Cefalexin_1_2909.png,Cefalexin
Datasets\Medicines\words\Alatrol_1_239.png,Alatrol
Datasets\Medicines\words\Tryptin_1_855.png,Tryptin
Datasets\Medicines\words\Brezofil_1_821.png,Brezofil
Datasets\Medicines\words\Rupanil_1_3625.png,Rupanil
Datasets\Medicines\words\TranexamicAcid_1_2949.png,TranexamicAcid
Datasets\Medicines\words\Clognil_1_337.png,Clognil
Datasets\Medicines\words\KCL_1_314.png,KCL
Datasets\Medicines\words\KosiliteLotion_1_1294.png,KosiliteLotion
Datasets\Medicines\words\Finix_1_420.png,Finix
Datasets\Medicines\words\Biofol_1_753.png,Biofol
Datasets\Medicines\words\Fexo_1_3700.png,Fexo
Datasets\Medicines\words\Paracetamol_1_2687.png,Paracetamol
